ID,Name,Location,Community,Function,Roof Type,Storeys,Building Height,Ground Surface Area
DEBY_LOD2_4906133,DEBYvAAAAABUEjzv,1000,09162000,31001_9998,1000,1,4.496,26.070
DEBY_LOD2_4906134,DEBYvAAAAABUEkDW,1000,09162000,31001_1000,1000,7,23.797,171.277
DEBY_LOD2_4906135,DEBYvAAAAABUEkCz,1000,09162000,31001_1000,2100,,18.131,25.521
DEBY_LOD2_4906136,DEBYvAAAAABUEkDE,1000,09162000,31001_1000,3100,4,19.948,159.582
DEBY_LOD2_4906137,DEBYvAAAAABUEkBo,1000,09162000,31001_9998,1000,6,24.05,387.767
DEBY_LOD2_4906138,DEBYvAAAAABUEkDM,1000,09162000,31001_9998,1000,4,18.325,230.162
DEBY_LOD2_4906139,DEBYvAAAAABUEkCX,1000,09162000,31001_9998,3100,2,10.144,95.286
DEBY_LOD2_4906140,DEBYvAAAAABUEj6i,1000,09162000,31001_9998,3100,4,17.737,263.261
DEBY_LOD2_4906141,DEBYvAAAAABUEj52,1000,09162000,31001_9998,9999,3,10.952,95.592
DEBY_LOD2_4906142,DEBYvAAAAABUEj3i,1000,09162000,31001_1000,3100,4,20.667,168.638
DEBY_LOD2_4906143,DEBYvAAAAABUEj2s,1000,09162000,31001_1000,3100,2,9.18,44.856
DEBY_LOD2_4906144,DEBYvAAAAABUEj2j,1000,09162000,31001_1000,3100,6,23.606,228.514
DEBY_LOD2_4906145,DEBYvAAAAABUEkAF,1000,09162000,31001_1000,1000,6,21.192,189.278
DEBY_LOD2_4906146,DEBYvAAAAABUEj9J,1000,09162000,31001_1000,3100,6,21.054,229.029
DEBY_LOD2_4906147,DEBYvAAAAABUEj8a,1000,09162000,31001_1000,1000,1,3.718,44.623
DEBY_LOD2_4906148,DEBYvAAAAABUEj7o,1000,09162000,31001_1000,2100,6,25.412,334.686
DEBY_LOD2_4906149,DEBYvAAAAABUEkYR,1000,09162000,31001_1000,1000,,14.381,57.801
DEBY_LOD2_4906150,DEBYvAAAAABUEkYo,1000,09162000,31001_1000,1000,5,20.895,602.717
DEBY_LOD2_4906151,DEBYvAAAAABUEkZJ,1000,09162000,31001_1000,1000,6,21.659,911.104
DEBY_LOD2_4906152,DEBYvAAAAABUEkZk,1000,09162000,31001_9998,3100,6,25.304,224.887
DEBY_LOD2_4906153,DEBYvAAAAABUEkV4,1000,09162000,31001_1000,3100,6,23.946,243.668
DEBY_LOD2_4906154,DEBYvAAAAABUEkXf,1000,09162000,31001_9998,1000,,4.227,372.811
DEBY_LOD2_4906155,DEBYvAAAAABUEkhH,1000,09162000,31001_9998,2100,3,12.344,306.508
DEBY_LOD2_4906156,DEBYvAAAAABUEkkP,1000,09162000,31001_9998,2100,2,9.048,84.611
DEBY_LOD2_4906157,DEBYvAAAAABUEkaw,1000,09162000,31001_9998,1000,5,19.478,255.335
DEBY_LOD2_4906158,DEBYvAAAAABUEkbK,1000,09162000,31001_9998,2100,1,8.681,79.448
DEBY_LOD2_4906159,DEBYvAAAAABUEkeQ,1000,09162000,31001_9998,1000,1,8.041,89.700
DEBY_LOD2_4906160,DEBYvAAAAABUEkay,1000,09162000,31001_9998,3300,2,14.613,77.734
DEBY_LOD2_4906161,DEBYvAAAAABUEkby,1000,09162000,31001_3051,3200,3,30.35,3303.093
DEBY_LOD2_4906162,DEBYvAAAAABUEkIw,1000,09162000,31001_9998,3200,4,23.71,663.055
DEBY_LOD2_4906163,DEBYvAAAAABUEkH1,1000,09162000,31001_9998,1000,,8.01,7.843
DEBY_LOD2_4906164,DEBYvAAAAABUEkTN,1000,09162000,31001_9998,1000,1,16.18,160.227
DEBY_LOD2_4906165,DEBYvAAAAABUEkU7,1000,09162000,31001_9998,1000,1,7.199,38.608
DEBY_LOD2_4906166,DEBYvAAAAABUEkUH,1000,09162000,31001_9998,1000,1,14.853,69.168
DEBY_LOD2_4906167,DEBYvAAAAABUEkPg,1000,09162000,31001_3051,3100,3,26.423,1991.281
DEBY_LOD2_4906168,DEBYvAAAAABUEjAk,1000,09162000,31001_9998,3200,3,25.407,985.698
DEBY_LOD2_4906169,DEBYvAAAAABUEi0G,1000,09162000,31001_3041,3200,1,21.791,308.933
DEBY_LOD2_4906170,DEBYvAAAAABUEi1U,1000,09162000,31001_9998,2100,2,19.521,171.291
DEBY_LOD2_4906171,DEBYvAAAAABUEizG,1000,09162000,31001_9998,1000,1,7.55,54.682
DEBY_LOD2_4906172,DEBYvAAAAABUEizv,1000,09162000,31001_9998,2100,,16.891,98.620
DEBY_LOD2_4906173,DEBYvAAAAABUEi0L,1000,09162000,31001_9998,1000,1,6.858,37.276
DEBY_LOD2_4906174,DEBYvAAAAABUEi4g,1000,09162000,31001_9998,3100,6,21.344,139.947
DEBY_LOD2_4906175,DEBYvAAAAABUEi49,1000,09162000,31001_9998,1000,5,14.606,52.582
DEBY_LOD2_4906176,DEBYvAAAAABUEi5p,1000,09162000,31001_9998,1000,6,23.021,315.981
DEBY_LOD2_4906177,DEBYvAAAAABUEi4E,1000,09162000,31001_1000,3200,5,20.91,263.083
DEBY_LOD2_4906178,DEBYvAAAAABUEi5V,1000,09162000,31001_1000,1000,4,16.767,73.151
DEBY_LOD2_4906179,DEBYvAAAAABUEi3g,1000,09162000,31001_9998,3100,6,28.948,681.048
DEBY_LOD2_4906180,DEBYvAAAAABUEisj,1000,09162000,31001_9998,1000,4,18.547,452.406
DEBY_LOD2_4906181,DEBYvAAAAABUEirF,1000,09162000,31001_9998,2100,4,21.55,540.937
DEBY_LOD2_4906182,DEBYvAAAAABUEirv,1000,09162000,31001_9998,3100,3,16.538,203.087
DEBY_LOD2_4906183,DEBYvAAAAABUEixC,1000,09162000,31001_9998,2100,7,26.319,258.965
DEBY_LOD2_4906184,DEBYvAAAAABUEixU,1000,09162000,31001_9998,1000,5,14.958,131.481
DEBY_LOD2_4906185,DEBYvAAAAABUEjbA,1000,09162000,31001_9998,3100,4,20.532,1121.961
DEBY_LOD2_4906186,DEBYvAAAAABUEjaL,1000,09162000,31001_9998,1000,6,21.961,468.890
DEBY_LOD2_4906187,DEBYvAAAAABUEjfF,1000,09162000,31001_9998,3100,5,24.911,308.728
DEBY_LOD2_4906188,DEBYvAAAAABUEjQZ,1000,09162000,31001_9998,3100,4,19.713,206.135
DEBY_LOD2_4906189,DEBYvAAAAABUEjO2,1000,09162000,31001_9998,3400,5,24.132,267.392
DEBY_LOD2_4906191,DEBYvAAAAABUEjO1,1000,09162000,31001_9998,3100,5,23.45,216.008
DEBY_LOD2_4906192,DEBYvAAAAABUEjUh,1000,09162000,31001_3020,1000,5,18.546,503.986
DEBY_LOD2_4906193,DEBYvAAAAABUEjUB,1000,09162000,31001_3020,1000,5,16.065,189.721
DEBY_LOD2_4906195,DEBYvAAAAABUEjUc,1000,09162000,31001_3020,1000,7,27.62,886.643
DEBY_LOD2_4906197,DEBYvAAAAABUEjXG,1000,09162000,31001_3020,1000,4,16.003,1505.184
DEBY_LOD2_4906201,DEBYvAAAAABUEjK7,1000,09162000,31001_3020,3200,4,20.249,864.955
DEBY_LOD2_4906207,DEBYvAAAAABUEjOJ,1000,09162000,31001_9998,3200,6,21.701,224.227
DEBY_LOD2_4906208,DEBYvAAAAABUEjL2,1000,09162000,31001_9998,3100,6,21.757,145.105
DEBY_LOD2_4906209,DEBYvAAAAABUEjEP,1000,09162000,31001_9998,3100,6,23.99,163.917
DEBY_LOD2_4906210,DEBYvAAAAABUEjFm,1000,09162000,31001_9998,1000,6,24.176,256.390
DEBY_LOD2_4906211,DEBYvAAAAABUEjEj,1000,09162000,31001_9998,1000,7,24.101,494.093
DEBY_LOD2_4906212,DEBYvAAAAABUEkhG,1000,09162000,31001_9998,1000,4,14.34,117.007
DEBY_LOD2_4906213,DEBYvAAAAABUEkif,1000,09162000,31001_9998,1000,4,17.221,149.724
DEBY_LOD2_4906214,DEBYvAAAAABUEkgN,1000,09162000,31001_9998,3100,5,22.6,222.622
DEBY_LOD2_4906215,DEBYvAAAAABUEkbR,1000,09162000,31001_1000,3100,5,22.901,154.951
DEBY_LOD2_4906216,DEBYvAAAAABUEkcY,1000,09162000,31001_1000,1000,2,5.705,189.650
DEBY_LOD2_4906217,DEBYvAAAAABUEkcu,1000,09162000,31001_1000,3100,5,23.05,286.862
DEBY_LOD2_4906218,DEBYvAAAAABUEkLh,1000,09162000,31001_1000,1000,4,12.906,289.517
DEBY_LOD2_4906219,DEBYvAAAAABUEkJV,1000,09162000,31001_9998,2100,5,23.699,322.361
DEBY_LOD2_4906220,DEBYvAAAAABUEkOY,1000,09162000,31001_9998,1000,4,17.985,355.179
DEBY_LOD2_4906221,DEBYvAAAAABUEkMl,1000,09162000,31001_9998,3100,3,19.195,265.257
DEBY_LOD2_4906222,DEBYvAAAAABUEkJK,1000,09162000,31001_9998,3100,3,18.413,238.842
DEBY_LOD2_4906223,DEBYvAAAAABUEkGK,1000,09162000,31001_9998,3100,5,23.45,217.211
DEBY_LOD2_4906224,DEBYvAAAAABUEkRR,1000,09162000,31001_9998,2100,5,23.449,218.313
DEBY_LOD2_4906225,DEBYvAAAAABUEkSK,1000,09162000,31001_9998,1000,2,6.473,36.918
DEBY_LOD2_4906226,DEBYvAAAAABUEkRL,1000,09162000,31001_9998,3100,4,18.865,158.801
DEBY_LOD2_4906227,DEBYvAAAAABUEjCl,1000,09162000,31001_1000,3200,4,20.068,330.091
DEBY_LOD2_4906229,DEBYvAAAAABUEi7L,1000,09162000,31001_1000,1000,4,16.79,139.718
DEBY_LOD2_4906231,DEBYvAAAAABUEjAj,1000,09162000,31001_1000,3100,5,24.471,206.600
DEBY_LOD2_4906232,DEBYvAAAAABUEi6K,1000,09162000,31001_1000,9999,3,14.085,193.584
DEBY_LOD2_4906233,DEBYvAAAAABUEi9S,1000,09162000,31001_9998,3100,6,21.728,164.328
DEBY_LOD2_4906234,DEBYvAAAAABUEi1F,1000,09162000,31001_9998,1000,4,13.675,117.271
DEBY_LOD2_4906235,DEBYvAAAAABUEi0F,1000,09162000,31001_9998,1000,,5.032,60.968
DEBY_LOD2_4906236,DEBYvAAAAABUEi1f,1000,09162000,31001_9998,3100,6,22.29,165.100
DEBY_LOD2_4906237,DEBYvAAAAABUEi0g,1000,09162000,31001_9998,1000,3,12.655,109.769
DEBY_LOD2_4906238,DEBYvAAAAABUEi4u,1000,09162000,31001_9998,3100,6,23.53,421.305
DEBY_LOD2_4906239,DEBYvAAAAABUEi3D,1000,09162000,31001_1000,3100,5,22.443,275.160
DEBY_LOD2_4906240,DEBYvAAAAABUEisi,1000,09162000,31001_1000,1000,,8.774,133.839
DEBY_LOD2_4906241,DEBYvAAAAABUEi2q,1000,09162000,31001_1000,1000,,9.416,36.393
DEBY_LOD2_4906242,DEBYvAAAAABUEitn,1000,09162000,31001_9998,1000,,18.479,123.083
DEBY_LOD2_4906243,DEBYvAAAAABUEiqi,1000,09162000,31001_9998,1000,1,21.672,41.007
DEBY_LOD2_4906244,DEBYvAAAAABUEirU,1000,09162000,31001_9998,3100,6,25.841,189.029
DEBY_LOD2_4906245,DEBYvAAAAABUEirj,1000,09162000,31001_9998,2100,,18.39,172.280
DEBY_LOD2_4906246,DEBYvAAAAABUEiwm,1000,09162000,31001_9998,1000,,11.812,52.776
DEBY_LOD2_4906247,DEBYvAAAAABUEiwX,1000,09162000,31001_9998,1000,7,23.844,211.490
DEBY_LOD2_4906248,DEBYvAAAAABUEiwh,1000,09162000,31001_9998,3100,,17.592,166.179
DEBY_LOD2_4906249,DEBYvAAAAABUEix6,1000,09162000,31001_9998,1000,,11.055,38.574
DEBY_LOD2_4906250,DEBYvAAAAABUEiup,1000,09162000,31001_2000,3100,7,24.957,264.163
DEBY_LOD2_4906251,DEBYvAAAAABUEix3,1000,09162000,31001_1000,1000,6,24.321,211.096
DEBY_LOD2_4906253,DEBYvAAAAABUEjY1,1000,09162000,31001_2000,3100,7,27.267,288.351
DEBY_LOD2_4906254,DEBYvAAAAABUEjbO,1000,09162000,31001_2000,1000,5,18.856,95.361
DEBY_LOD2_4906255,DEBYvAAAAABUEjdH,1000,09162000,31001_2000,3100,6,26.483,240.786
DEBY_LOD2_4906256,DEBYvAAAAABUEjb5,1000,09162000,31001_9998,1000,1,4.037,28.321
DEBY_LOD2_4906257,DEBYvAAAAABUEjfe,1000,09162000,31001_9998,3100,4,21.65,397.955
DEBY_LOD2_4906258,DEBYvAAAAABUEjeC,1000,09162000,31001_2000,1000,7,25.17,267.299
DEBY_LOD2_4906259,DEBYvAAAAABUEjSi,1000,09162000,31001_9998,3100,4,18.638,927.549
DEBY_LOD2_4906260,DEBYvAAAAABUEjTF,1000,09162000,31001_9998,1000,7,28.904,645.629
DEBY_LOD2_4906261,DEBYvAAAAABUEjSI,1000,09162000,31001_9998,9999,,13.0,27.647
DEBY_LOD2_4906262,DEBYvAAAAABUEjRy,1000,09162000,31001_9998,1000,1,3.03,13.771
DEBY_LOD2_4906267,DEBYvAAAAABUEjKZ,1000,09162000,31001_1000,2100,3,14.067,134.613
DEBY_LOD2_4906269,DEBYvAAAAABUEjKr,1000,09162000,31001_9998,1000,7,23.85,354.493
DEBY_LOD2_4906270,DEBYvAAAAABUEjL1,1000,09162000,31001_9998,1000,3,9.429,241.502
DEBY_LOD2_4906271,DEBYvAAAAABUEjNf,1000,09162000,31001_9998,1000,7,23.8,313.791
DEBY_LOD2_4906272,DEBYvAAAAABUEjEG,1000,09162000,31001_9998,3100,6,24.835,199.309
DEBY_LOD2_4906273,DEBYvAAAAABUEjFc,1000,09162000,31001_9998,3100,6,23.575,388.408
DEBY_LOD2_4906274,DEBYvAAAAABUEjnH,1000,09162000,31001_9998,1000,7,24.696,191.436
DEBY_LOD2_4906275,DEBYvAAAAACDfbZV,1000,09162000,31001_2000,1000,7,24.151,171.717
DEBY_LOD2_4906276,DEBYvAAAAABUEjmP,1000,09162000,31001_2000,1000,8,24.217,273.404
DEBY_LOD2_4906277,DEBYvAAAAABUEjkp,1000,09162000,31001_2000,9999,7,24.114,291.217
DEBY_LOD2_4906280,DEBYvAAAAABSk9j4,1000,09162000,31001_9998,3100,8,26.771,165.278
DEBY_LOD2_4906281,DEBYvAAAAABSk9hG,1000,09162000,31001_9998,3100,5,20.828,192.393
DEBY_LOD2_4906282,DEBYvAAAAABSk9g9,1000,09162000,31001_9998,3100,5,24.451,368.519
DEBY_LOD2_4906283,DEBYvAAAAABSk9eG,1000,09162000,31001_9998,1000,,12.8,126.971
DEBY_LOD2_4906284,DEBYvAAAAABSk9dx,1000,09162000,31001_9998,3200,6,24.04,222.643
DEBY_LOD2_4906285,DEBYvAAAAABSk9cr,1000,09162000,31001_1000,3200,5,20.813,361.110
DEBY_LOD2_4906286,DEBYvAAAAABSk9uD,1000,09162000,31001_9998,1000,3,14.588,209.483
DEBY_LOD2_4906287,DEBYvAAAAABSk9un,1000,09162000,31001_9998,3100,4,18.812,294.428
DEBY_LOD2_4906288,DEBYvAAAAABSk9sj,1000,09162000,31001_1000,2100,3,12.867,71.631
DEBY_LOD2_4906289,DEBYvAAAAABSk9uF,1000,09162000,31001_1000,3100,7,24.754,160.732
DEBY_LOD2_4906290,DEBYvAAAAABSk9sR,1000,09162000,31001_9998,2100,4,18.256,115.937
DEBY_LOD2_4906291,DEBYvAAAAABSk9tJ,1000,09162000,31001_9998,3100,6,25.366,170.982
DEBY_LOD2_4906292,DEBYvAAAAABSk9tL,1000,09162000,31001_9998,2100,4,19.383,118.918
DEBY_LOD2_4906293,DEBYvAAAAABSk9s1,1000,09162000,31001_9998,3100,7,24.906,180.266
DEBY_LOD2_4906295,DEBYvAAAAABSk9tD,1000,09162000,31001_2000,3100,7,25.987,478.772
DEBY_LOD2_4906298,DEBYvAAAAABSk9rH,1000,09162000,31001_9998,3100,5,22.529,497.311
DEBY_LOD2_4906299,DEBYvAAAAABSk9rA,1000,09162000,31001_9998,2100,5,22.78,261.234
DEBY_LOD2_4906300,DEBYvAAAAABSk9pG,1000,09162000,31001_9998,3100,3,15.584,44.175
DEBY_LOD2_4906301,DEBYvAAAAABSk9pe,1000,09162000,31001_9998,1000,,18.865,110.093
DEBY_LOD2_4906302,DEBYvAAAAABSk9pZ,1000,09162000,31001_9998,3100,5,24.432,162.326
DEBY_LOD2_4906310,DEBYvAAAAABSk9oS,1000,09162000,31001_9998,2100,6,28.91,772.112
DEBY_LOD2_4906311,DEBYvAAAAABSk9b7,1000,09162000,31001_9998,1000,6,28.65,87.303
DEBY_LOD2_4906312,DEBYvAAAAABSk9cH,1000,09162000,31001_9998,1000,,4.115,25.810
DEBY_LOD2_4906313,DEBYvAAAAABSk9bT,1000,09162000,31001_9998,3100,,22.124,655.265
DEBY_LOD2_4906314,DEBYvAAAAABSk9Zt,1000,09162000,31001_2000,3100,6,23.847,501.643
DEBY_LOD2_4906315,DEBYvAAAAABSk9Za,1000,09162000,31001_9998,3100,5,24.225,518.085
DEBY_LOD2_4906316,DEBYvAAAAABSk9aa,1000,09162000,31001_9998,3100,5,24.778,1263.752
DEBY_LOD2_4906317,DEBYvAAAAABSk9aA,1000,09162000,31001_9998,1000,,15.454,54.005
DEBY_LOD2_4906318,DEBYvAAAAABSk9at,1000,09162000,31001_9998,1000,5,15.55,32.367
DEBY_LOD2_4906319,DEBYvAAAAABSk9a6,1000,09162000,31001_9998,3200,,24.32,185.721
DEBY_LOD2_4906320,DEBYvAAAAABSk9aj,1000,09162000,31001_9998,1000,,13.08,124.968
DEBY_LOD2_4906321,DEBYvAAAAABSk9Ym,1000,09162000,31001_9998,3100,5,20.747,150.856
DEBY_LOD2_4906322,DEBYvAAAAABSlO6n,1000,09162000,31001_9998,1000,5,20.029,403.450
DEBY_LOD2_4906323,DEBYvAAAAABSlO6W,1000,09162000,31001_9998,1000,6,18.358,352.716
DEBY_LOD2_4906325,DEBYvAAAAABSlO4t,1000,09162000,31001_9998,1000,1,4.799,24.085
DEBY_LOD2_4906326,DEBYvAAAAABSlO4I,1000,09162000,31001_9998,1000,6,12.112,468.264
DEBY_LOD2_4906332,DEBYvAAAAABSlO95,1000,09162000,31001_9998,3100,6,23.576,351.331
DEBY_LOD2_4906334,DEBYvAAAAABSlO9o,1000,09162000,31001_9998,1000,6,21.21,604.963
DEBY_LOD2_4906335,DEBYvAAAAABSlO9R,1000,09162000,31001_9998,1000,2,21.637,153.993
DEBY_LOD2_4906336,DEBYvAAAAABSlOdI,1000,09162000,31001_9998,1000,5,19.436,87.961
DEBY_LOD2_4906337,DEBYvAAAAABSlOdc,1000,09162000,31001_9998,1000,2,7.166,64.376
DEBY_LOD2_4906338,DEBYvAAAAABSlOdw,1000,09162000,31001_9998,3200,8,30.682,544.806
DEBY_LOD2_4906339,DEBYvAAAAABSlOeT,1000,09162000,31001_9998,1000,6,21.73,291.192
DEBY_LOD2_4906340,DEBYvAAAAABSlOez,1000,09162000,31001_9998,1000,5,25.036,201.135
DEBY_LOD2_4906341,DEBYvAAAAABSlOep,1000,09162000,31001_9998,1000,,7.264,106.885
DEBY_LOD2_4906348,DEBYvAAAAABSlOhl,1000,09162000,31001_2000,1000,1,4.504,128.050
DEBY_LOD2_4906349,DEBYvAAAAABSlOgW,1000,09162000,31001_9998,3100,6,26.878,253.449
DEBY_LOD2_4906350,DEBYvAAAAABSlOh9,1000,09162000,31001_2000,3400,6,27.611,220.915
DEBY_LOD2_4906351,DEBYvAAAAABSlOiA,1000,09162000,31001_1000,3100,7,28.141,237.900
DEBY_LOD2_4906354,DEBYvAAAAABSlOiS,1000,09162000,31001_9998,3100,7,23.28,369.959
DEBY_LOD2_4906355,DEBYvAAAAABSlOip,1000,09162000,31001_9998,3100,7,24.83,374.679
DEBY_LOD2_4906356,DEBYvAAAAABSlOix,1000,09162000,31001_9998,3100,7,25.256,158.035
DEBY_LOD2_4906357,DEBYvAAAAABSlOjS,1000,09162000,31001_9998,1000,4,22.975,234.007
DEBY_LOD2_4906358,DEBYvAAAAABSlOjb,1000,09162000,31001_9998,1000,6,23.031,432.106
DEBY_LOD2_4906359,DEBYvAAAAABSlOmb,1000,09162000,31001_9998,1000,1,4.356,160.975
DEBY_LOD2_4906362,DEBYvAAAAABSlOkp,1000,09162000,31001_9998,1000,5,19.352,166.991
DEBY_LOD2_4906363,DEBYvAAAAABSlOpB,1000,09162000,31001_9998,3100,9,31.213,2064.376
DEBY_LOD2_4906364,DEBYvAAAAABSlOpv,1000,09162000,31001_9998,1000,7,22.16,303.921
DEBY_LOD2_4906365,DEBYvAAAAABSlOpO,1000,09162000,31001_9998,3100,6,21.288,236.950
DEBY_LOD2_4906374,DEBYvAAAAABSlOui,1000,09162000,31001_9998,1000,7,22.867,1185.774
DEBY_LOD2_4906375,DEBYvAAAAABSlOtu,1000,09162000,31001_9998,1000,7,22.769,379.275
DEBY_LOD2_4906379,DEBYvAAAAABSlOvl,1000,09162000,31001_9998,1000,6,25.567,497.879
DEBY_LOD2_4906381,DEBYvAAAAABSlOxT,1000,09162000,31001_9998,1000,7,29.443,1216.667
DEBY_LOD2_4906382,DEBYvAAAAABSlOzv,1000,09162000,31001_9998,1000,6,27.765,3747.834
DEBY_LOD2_4906383,DEBYvAAAAABSlO6i,1000,09162000,31001_9998,1000,3,12.781,87.671
DEBY_LOD2_4906385,DEBYvAAAAABSlO58,1000,09162000,31001_9998,1000,3,14.96,107.826
DEBY_LOD2_4906387,DEBYvAAAAABSlO5P,1000,09162000,31001_9998,1000,3,12.405,88.880
DEBY_LOD2_4906388,DEBYvAAAAABSlO5A,1000,09162000,31001_9998,1000,5,19.039,88.540
DEBY_LOD2_4906389,DEBYvAAAAABSlO5J,1000,09162000,31001_9998,1000,2,8.864,103.825
DEBY_LOD2_4906390,DEBYvAAAAABSlO4s,1000,09162000,31001_9998,1000,5,21.024,115.335
DEBY_LOD2_4906391,DEBYvAAAAABSlO4Q,1000,09162000,31001_9998,1000,2,11.895,126.027
DEBY_LOD2_4906392,DEBYvAAAAABSlO4Z,1000,09162000,31001_9998,1000,5,22.322,115.165
DEBY_LOD2_4906393,DEBYvAAAAABSlO59,1000,09162000,31001_9998,1000,2,8.633,103.681
DEBY_LOD2_4906395,DEBYvAAAAABSlO48,1000,09162000,31001_9998,1000,5,19.21,89.692
DEBY_LOD2_4906396,DEBYvAAAAABSlO5C,1000,09162000,31001_2000,1000,5,22.973,2255.497
DEBY_LOD2_4906397,DEBYvAAAAABSlPBo,1000,09162000,31001_9998,1000,1,4.657,146.985
DEBY_LOD2_4906398,DEBYvAAAAABSlPCm,1000,09162000,31001_9998,1000,2,10.605,188.520
DEBY_LOD2_4906399,DEBYvAAAAABSlPDH,1000,09162000,31001_9998,1000,1,8.077,206.139
DEBY_LOD2_4906400,DEBYvAAAAABSlPCu,1000,09162000,31001_9998,1000,2,11.344,107.599
DEBY_LOD2_4906402,DEBYvAAAAABSlPA7,1000,09162000,31001_9998,1000,5,18.826,47.390
DEBY_LOD2_4906403,DEBYvAAAAABSlPBH,1000,09162000,31001_9998,1000,2,9.236,103.721
DEBY_LOD2_4906404,DEBYvAAAAABSlPBP,1000,09162000,31001_9998,1000,5,19.351,115.234
DEBY_LOD2_4906405,DEBYvAAAAABSlPBT,1000,09162000,31001_9998,1000,2,8.947,126.220
DEBY_LOD2_4906406,DEBYvAAAAABSlPBY,1000,09162000,31001_9998,1000,5,19.349,115.685
DEBY_LOD2_4906407,DEBYvAAAAABSlPAD,1000,09162000,31001_9998,1000,2,8.657,103.932
DEBY_LOD2_4906409,DEBYvAAAAABSlPAp,1000,09162000,31001_9998,1000,5,19.042,48.369
DEBY_LOD2_4906410,DEBYvAAAAABSlPAy,1000,09162000,31001_9998,1000,3,12.948,88.998
DEBY_LOD2_4906412,DEBYvAAAAABSlPBF,1000,09162000,31001_9998,1000,3,12.809,107.808
DEBY_LOD2_4906414,DEBYvAAAAABSlPBK,1000,09162000,31001_9998,1000,3,12.382,88.560
DEBY_LOD2_4906415,DEBYvAAAAABSlPBb,1000,09162000,31001_9998,3200,7,28.548,561.955
DEBY_LOD2_4906416,DEBYvAAAAABSlPAU,1000,09162000,31001_9998,3100,5,24.351,161.614
DEBY_LOD2_4906417,DEBYvAAAAABUE3l3,1000,09162000,31001_1000,3100,5,22.215,278.374
DEBY_LOD2_4906418,DEBYvAAAAABUE3la,1000,09162000,31001_9998,1000,8,27.059,243.917
DEBY_LOD2_4906419,DEBYvAAAAABUE3o8,1000,09162000,31001_9998,1000,1,4.543,76.443
DEBY_LOD2_4906420,DEBYvAAAAABUE3pO,1000,09162000,31001_9998,1000,8,23.451,186.026
DEBY_LOD2_4906421,DEBYvAAAAABUE3sM,1000,09162000,31001_9998,1000,4,19.63,225.265
DEBY_LOD2_4906422,DEBYvAAAAABUE3p9,1000,09162000,31001_9998,2100,,9.336,19.588
DEBY_LOD2_4906424,DEBYvAAAAABUE3pn,1000,09162000,31001_9998,3100,4,16.982,135.351
DEBY_LOD2_4906425,DEBYvAAAAABUE3pw,1000,09162000,31001_9998,1000,8,27.57,199.244
DEBY_LOD2_4906426,DEBYvAAAAABUE3wE,1000,09162000,31001_9998,1000,7,20.926,31.605
DEBY_LOD2_4906427,DEBYvAAAAABUE3p8,1000,09162000,31001_9998,1000,,21.143,10.708
DEBY_LOD2_4906428,DEBYvAAAAABUE3rh,1000,09162000,31001_9998,1000,3,9.526,136.550
DEBY_LOD2_4906429,DEBYvAAAAABUE3ws,1000,09162000,31001_9998,3100,7,27.244,210.214
DEBY_LOD2_4906430,DEBYvAAAAABUE3u6,1000,09162000,31001_9998,1000,2,8.023,40.406
DEBY_LOD2_4906431,DEBYvAAAAABUE3vb,1000,09162000,31001_9998,2100,5,21.37,242.526
DEBY_LOD2_4906432,DEBYvAAAAABUE33H,1000,09162000,31001_9998,1000,2,10.149,249.589
DEBY_LOD2_4906433,DEBYvAAAAABUE32Q,1000,09162000,31001_9998,2100,2,9.997,147.006
DEBY_LOD2_4906434,DEBYvAAAAABUE3zA,1000,09162000,31001_3020,1000,7,25.71,682.209
DEBY_LOD2_4906435,DEBYvAAAAABUE36F,1000,09162000,31001_3020,3200,,27.116,515.274
DEBY_LOD2_4906436,DEBYvAAAAABUE33h,1000,09162000,31001_3020,3100,3,16.062,848.892
DEBY_LOD2_4906440,DEBYvAAAAABUE4DC,1000,09162000,31001_9998,1000,5,28.61,694.475
DEBY_LOD2_4906441,DEBYvAAAAABUE2lc,1000,09162000,31001_9998,3100,5,23.674,578.167
DEBY_LOD2_4906442,DEBYvAAAAABUE2p9,1000,09162000,31001_9998,3100,6,29.078,305.510
DEBY_LOD2_4906444,DEBYvAAAAABUE2zC,1000,09162000,31001_2000,3100,7,26.675,420.743
DEBY_LOD2_4906445,DEBYvAAAAABUE2vf,1000,09162000,31001_1000,3100,7,26.324,292.015
DEBY_LOD2_4906446,DEBYvAAAAABUE2uh,1000,09162000,31001_1000,3400,4,15.748,176.025
DEBY_LOD2_4906447,DEBYvAAAAABUE2ue,1000,09162000,31001_1000,3100,7,25.063,273.094
DEBY_LOD2_4906448,DEBYvAAAAABUE26Q,1000,09162000,31001_1000,1000,5,15.218,103.602
DEBY_LOD2_4906451,DEBYvAAAAABUE28D,1000,09162000,31001_1000,1000,4,13.087,90.376
DEBY_LOD2_4906454,DEBYvAAAAABUE27m,1000,09162000,31001_1000,1000,5,16.121,414.179
DEBY_LOD2_4906455,DEBYvAAAAABUE27B,1000,09162000,31001_1000,3100,7,25.055,273.696
DEBY_LOD2_4906456,DEBYvAAAAABUE21R,1000,09162000,31001_1000,3100,6,26.247,355.377
DEBY_LOD2_4906457,DEBYvAAAAABUE3FB,1000,09162000,31001_1000,3100,6,24.29,339.705
DEBY_LOD2_4906458,DEBYvAAAAABUE3GJ,1000,09162000,31001_1000,3100,6,24.06,348.417
