ID,Name,Location,Community,Function,Roof Type,Storeys,Building Height,Ground Surface Area
DEBY_LOD2_59772,DEBYvAAAAABTy70E,1000,09162000,31001_9998,1000,3,11.715,49.348
DEBY_LOD2_59774,DEBYvAAAAABTy8fM,1000,09162000,31001_9998,3100,5,22.568,107.538
DEBY_LOD2_59776,DEBYvAAAAABTy9bW,1000,09162000,31001_9998,2100,,20.836,20.147
DEBY_LOD2_59777,DEBYvAAAAABTy9tL,1000,09162000,31001_9998,3100,1,9.82,213.863
DEBY_LOD2_59778,DEBYvAAAAABTy9yw,1000,09162000,31001_9998,1000,6,23.169,127.582
DEBY_LOD2_59779,DEBYvAAAAABTy9AR,1000,09162000,31001_3071,1000,3,15.55,76.496
DEBY_LOD2_59780,DEBYvAAAAABTy9vc,1000,09162000,31001_9998,1000,,10.37,21.670
DEBY_LOD2_59781,DEBYvAAAAABTy9QV,1000,09162000,31001_9998,3100,6,26.01,269.184
DEBY_LOD2_59782,DEBYvAAAAABTy9EQ,1000,09162000,31001_9998,1000,,25.215,249.324
DEBY_LOD2_59783,DEBYvAAAAABTy9H6,1000,09162000,31001_9998,1000,1,11.18,61.671
DEBY_LOD2_59784,DEBYvAAAAABTzGBm,1000,09162000,31001_9998,3200,7,23.555,209.427
DEBY_LOD2_59785,DEBYvAAAAABTzFqX,1000,09162000,31001_9998,1000,1,4.32,168.093
DEBY_LOD2_59786,DEBYvAAAAABTzFfv,1000,09162000,31001_9998,3100,6,22.948,313.236
DEBY_LOD2_59788,DEBYvAAAAABTzFJ5,1000,09162000,31001_9998,2100,4,18.4,177.277
DEBY_LOD2_59790,DEBYvAAAAABTzGgG,1000,09162000,31001_3041,3100,1,24.688,380.810
DEBY_LOD2_59792,DEBYvAAAAABTzFGA,1000,09162000,31001_9998,3100,4,20.75,274.662
DEBY_LOD2_59793,DEBYvAAAAABTzFHE,1000,09162000,31001_9998,1000,5,19.475,27.937
DEBY_LOD2_59795,DEBYvAAAAABTMkLJ,1000,09162000,31001_2000,1000,,15.26,122.072
DEBY_LOD2_59796,DEBYvAAAAABTzCMT,1000,09162000,31001_9998,1000,1,16.126,147.531
DEBY_LOD2_59799,DEBYvAAAAABTzAtm,1000,09162000,31001_9998,3100,5,26.9,312.926
DEBY_LOD2_59802,DEBYvAAAAABTyuOM,1000,09162000,31001_2000,1000,,3.75,70.387
DEBY_LOD2_59803,DEBYvAAAAABTyuSs,1000,09162000,31001_9998,1000,,25.145,41.671
DEBY_LOD2_59804,DEBYvAAAAABTyuTP,1000,09162000,31001_9998,3100,4,20.873,149.673
DEBY_LOD2_59806,DEBYvAAAAABTyu5X,1000,09162000,31001_9998,1000,1,21.555,536.448
DEBY_LOD2_59807,DEBYvAAAAABTyvJ9,1000,09162000,31001_9998,1000,3,12.168,40.279
DEBY_LOD2_59808,DEBYvAAAAABTyvjv,1000,09162000,31001_9998,3100,5,19.758,71.465
DEBY_LOD2_59809,DEBYvAAAAABTyv2Z,1000,09162000,31001_9998,1000,3,17.591,49.893
DEBY_LOD2_59810,DEBYvAAAAABTyvRI,1000,09162000,31001_2463,1000,1,2.795,33.421
DEBY_LOD2_59811,DEBYvAAAAABTyvyr,1000,09162000,31001_9998,1000,5,21.628,30.350
DEBY_LOD2_59812,DEBYvAAAAABTzIbC,1000,09162000,31001_9998,3100,6,23.682,185.692
DEBY_LOD2_59813,DEBYvAAAAABTzIsF,1000,09162000,31001_9998,2100,3,17.176,65.375
DEBY_LOD2_59814,DEBYvAAAAABTzHLH,1000,09162000,31001_9998,3100,6,23.458,215.871
DEBY_LOD2_59815,DEBYvAAAAABTzHIV,1000,09162000,31001_9998,1000,,9.912,79.299
DEBY_LOD2_59816,DEBYvAAAAABTzHC1,1000,09162000,31001_9998,3200,6,26.64,704.727
DEBY_LOD2_59817,DEBYvAAAAABTzHe2,1000,09162000,31001_9998,2100,5,21.198,38.374
DEBY_LOD2_59818,DEBYvAAAAABTzHZ4,1000,09162000,31001_9998,3100,7,23.969,57.901
DEBY_LOD2_59821,DEBYvAAAAABTzHaD,1000,09162000,31001_9998,1000,,4.02,15.180
DEBY_LOD2_59822,DEBYvAAAAABTzIA6,1000,09162000,31001_1000,3100,6,23.887,411.128
DEBY_LOD2_59823,DEBYvAAAAABTzJC7,1000,09162000,31001_1000,3200,4,19.452,195.128
DEBY_LOD2_59824,DEBYvAAAAABTzJIO,1000,09162000,31001_9998,9999,1,4.515,129.090
DEBY_LOD2_59825,DEBYvAAAAABTy19P,1000,09162000,31001_9998,3100,5,22.48,210.795
DEBY_LOD2_59826,DEBYvAAAAABTy2Uy,1000,09162000,31001_9998,2100,4,19.174,47.780
DEBY_LOD2_59827,DEBYvAAAAABTy1qh,1000,09162000,31001_9998,3100,6,27.113,60.142
DEBY_LOD2_59828,DEBYvAAAAABTy1SU,1000,09162000,31001_9998,1000,2,8.506,542.615
DEBY_LOD2_59829,DEBYvAAAAABTy1bq,1000,09162000,31001_9998,2100,3,17.818,267.012
DEBY_LOD2_59830,DEBYvAAAAABTy6Ud,1000,09162000,31001_2000,3100,,12.883,20.053
DEBY_LOD2_59831,DEBYvAAAAABrzG0K,1000,09162000,31001_1000,3200,3,15.994,183.024
DEBY_LOD2_59832,DEBYvAAAAABTy6tZ,1000,09162000,31001_9998,3200,6,21.69,323.672
DEBY_LOD2_59833,DEBYvAAAAABTy6uj,1000,09162000,31001_9998,1000,,19.714,12.394
DEBY_LOD2_59835,DEBYvAAAAABTy5XC,1000,09162000,31001_9998,3100,4,19.874,88.915
DEBY_LOD2_59841,DEBYvAAAAABTy0YT,1000,09162000,31001_2000,2100,,10.532,6.736
DEBY_LOD2_59842,DEBYvAAAAABTy0j7,1000,09162000,31001_9998,1000,,2.036,147.944
DEBY_LOD2_59843,DEBYvAAAAABTy08N,1000,09162000,31001_9998,9999,,4.604,62.785
DEBY_LOD2_59845,DEBYvAAAAABTy3q1,1000,09162000,31001_9998,1000,1,4.348,117.839
DEBY_LOD2_59846,DEBYvAAAAABTy3bv,1000,09162000,31001_9998,2100,4,20.575,175.059
DEBY_LOD2_59847,DEBYvAAAAABTy3Ta,1000,09162000,31001_9998,3100,7,26.395,97.497
DEBY_LOD2_59848,DEBYvAAAAABTy3ej,1000,09162000,31001_9998,3100,6,27.857,311.415
DEBY_LOD2_59849,DEBYvAAAAABTzJ3N,1000,09162000,31001_2000,1000,,22.22,23.865
DEBY_LOD2_59850,DEBYvAAAAABTzLPI,1000,09162000,31001_2000,1000,,7.429,65.851
DEBY_LOD2_59851,DEBYvAAAAABTzLWc,1000,09162000,31001_9998,3100,6,27.722,246.791
DEBY_LOD2_59853,DEBYvAAAAABTzKNZ,1000,09162000,31001_9998,1000,2,7.974,69.028
DEBY_LOD2_59854,DEBYvAAAAABTzKLW,1000,09162000,31001_9998,2100,6,21.525,60.317
DEBY_LOD2_59855,DEBYvAAAAABTzJSr,1000,09162000,31001_2000,3600,,3.8,17.067
DEBY_LOD2_59857,DEBYvAAAAABSfzt3,1000,09162000,31001_3000,1000,,12.602,56.128
DEBY_LOD2_59858,DEBYvAAAAABSf0AL,1000,09162000,31001_3000,1000,3,22.49,425.299
DEBY_LOD2_59859,DEBYvAAAAABSfz1T,1000,09162000,31001_3000,3100,4,20.006,213.980
DEBY_LOD2_59860,DEBYvAAAAABSf2Fx,1000,09162000,31001_3031,3100,2,25.736,941.620
DEBY_LOD2_59871,DEBYvAAAAABTyx9C,1000,09162000,31001_9998,1000,,9.085,177.416
DEBY_LOD2_59872,DEBYvAAAAABTyx9q,1000,09162000,31001_9998,3100,3,21.45,154.733
DEBY_LOD2_59873,DEBYvAAAAABTyxz8,1000,09162000,31001_9998,3100,5,23.849,138.648
DEBY_LOD2_59874,DEBYvAAAAABTyxQx,1000,09162000,31001_2000,1000,,3.69,15.859
DEBY_LOD2_59875,DEBYvAAAAABTyyKR,1000,09162000,31001_9998,3100,6,27.366,292.190
DEBY_LOD2_59878,DEBYvAAAAABTzCuF,1000,09162000,31001_9998,2100,,13.386,53.649
DEBY_LOD2_59879,DEBYvAAAAABTzCuK,1000,09162000,31001_9998,3100,5,23.67,230.932
DEBY_LOD2_59881,DEBYvAAAAABTzCVz,1000,09162000,31001_2000,3100,,12.355,84.268
DEBY_LOD2_59882,DEBYvAAAAABTzChc,1000,09162000,31001_9998,3100,5,23.62,181.001
DEBY_LOD2_59884,DEBYvAAAAABTzC7M,1000,09162000,31001_9998,3100,3,13.243,110.507
DEBY_LOD2_59885,DEBYvAAAAABTzDsH,1000,09162000,31001_9998,1000,1,4.395,95.984
DEBY_LOD2_59963,DEBYvAAAAABSfzFC,1000,09162000,31001_3000,1000,,11.659,295.823
DEBY_LOD2_59964,DEBYvAAAAABSfzBa,1000,09162000,31001_3000,1000,3,17.32,1102.987
DEBY_LOD2_59966,DEBYvAAAAABSfyVb,1000,09162000,31001_2000,1000,1,3.855,9.634
DEBY_LOD2_59968,DEBYvAAAAABSfyiQ,1000,09162000,31001_1000,3200,3,14.679,200.048
DEBY_LOD2_59970,DEBYvAAAAABTMWF8,1000,09162000,31001_9998,1000,6,23.994,145.159
DEBY_LOD2_59971,DEBYvAAAAABTMqvp,1000,09162000,31001_9998,3200,4,22.332,466.596
DEBY_LOD2_59972,DEBYvAAAAABTMqgT,1000,09162000,31001_9998,1000,,24.46,159.552
DEBY_LOD2_59976,DEBYvAAAAABTMqH8,1000,09162000,31001_9998,1000,4,15.389,130.220
DEBY_LOD2_59977,DEBYvAAAAABTMqui,1000,09162000,31001_9998,1000,1,10.149,197.302
DEBY_LOD2_59978,DEBYvAAAAABTMsjt,1000,09162000,31001_9998,1000,3,17.374,109.785
DEBY_LOD2_59979,DEBYvAAAAABTMtQG,1000,09162000,31001_9998,1000,2,7.306,35.686
DEBY_LOD2_59980,DEBYvAAAAABTMpiE,1000,09162000,31001_9998,3100,5,21.384,158.299
DEBY_LOD2_59982,DEBYvAAAAABTMtJc,1000,09162000,31001_9998,2100,4,19.281,251.470
DEBY_LOD2_59983,DEBYvAAAAABTMtVw,1000,09162000,31001_1000,3100,4,20.55,204.612
DEBY_LOD2_59984,DEBYvAAAAABSfpuS,1000,09162000,31001_1000,3100,6,22.72,133.852
DEBY_LOD2_59985,DEBYvAAAAABTMjs1,1000,09162000,31001_9998,1000,6,24.13,79.335
DEBY_LOD2_60108,DEBYvAAAAABTMpET,1000,09162000,31001_3020,1000,5,25.45,428.549
DEBY_LOD2_60109,DEBYvAAAAABTMpFU,1000,09162000,31001_3020,1000,3,15.439,1838.387
DEBY_LOD2_60110,DEBYvAAAAABTMLqm,1000,09162000,31001_2523,1000,,3.463,89.021
DEBY_LOD2_60111,DEBYvAAAAABTMot0,1000,09162000,31001_9998,3100,1,8.536,156.360
DEBY_LOD2_60114,DEBYvAAAAABTMMWD,1000,09162000,31001_1000,3100,5,20.861,149.344
DEBY_LOD2_60115,DEBYvAAAAABTMNcz,1000,09162000,31001_9998,3100,2,9.067,97.665
DEBY_LOD2_60116,DEBYvAAAAABTMkC9,1000,09162000,31001_3000,1000,4,23.894,3923.020
DEBY_LOD2_60117,DEBYvAAAAABSlBtv,1000,09162000,31001_2000,1000,1,5.108,52.625
DEBY_LOD2_60118,DEBYvAAAAABSlDgG,1000,09162000,31001_9998,3100,7,26.748,447.120
DEBY_LOD2_60119,DEBYvAAAAABSlBzf,1000,09162000,31001_9998,1000,6,24.58,324.947
DEBY_LOD2_60121,DEBYvAAAAABSlB4d,1000,09162000,31001_1000,3100,5,23.46,161.036
DEBY_LOD2_60122,DEBYvAAAAABSlBas,1000,09162000,31001_1000,3100,4,17.456,157.727
DEBY_LOD2_60123,DEBYvAAAAABSlCu8,1000,09162000,31001_9998,3200,1,5.96,75.568
DEBY_LOD2_60124,DEBYvAAAAABSlBfZ,1000,09162000,31001_9998,1000,6,21.787,332.415
DEBY_LOD2_60126,DEBYvAAAAABSlCSD,1000,09162000,31001_2000,1000,,2.635,55.186
DEBY_LOD2_60127,DEBYvAAAAABSlCX6,1000,09162000,31001_9998,1000,4,16.78,364.718
DEBY_LOD2_60128,DEBYvAAAAABSlS9M,1000,09162000,31001_9998,3100,5,21.339,184.760
DEBY_LOD2_60129,DEBYvAAAAABSlSp1,1000,09162000,31001_9998,1000,6,23.51,176.146
DEBY_LOD2_60130,DEBYvAAAAABSlSpI,1000,09162000,31001_9998,1000,1,3.434,25.145
DEBY_LOD2_60134,DEBYvAAAAABSlSgC,1000,09162000,31001_1000,1000,2,5.97,48.084
DEBY_LOD2_60135,DEBYvAAAAABSlRzV,1000,09162000,31001_9998,3100,6,24.369,461.257
DEBY_LOD2_60136,DEBYvAAAAABSlR3y,1000,09162000,31001_9998,2100,2,8.062,57.391
DEBY_LOD2_60137,DEBYvAAAAABSlSQN,1000,09162000,31001_2000,1000,,7.077,96.018
DEBY_LOD2_60139,DEBYvAAAAABSlRDp,1000,09162000,31001_9998,1000,1,4.56,84.897
DEBY_LOD2_60160,DEBYvAAAAABSlKv8,1000,09162000,31001_9998,1000,6,18.81,38.681
DEBY_LOD2_60161,DEBYvAAAAABSlKXW,1000,09162000,31001_2000,1000,,2.851,7.843
DEBY_LOD2_60162,DEBYvAAAAABSlKd4,1000,09162000,31001_2000,1000,,4.8,21.803
DEBY_LOD2_60163,DEBYvAAAAABSlLFW,1000,09162000,31001_9998,3100,6,23.31,247.772
DEBY_LOD2_60164,DEBYvAAAAABSlKIS,1000,09162000,31001_9998,1000,5,22.1,66.667
DEBY_LOD2_60166,DEBYvAAAAABSk9Ku,1000,09162000,31001_9998,3100,,18.66,1168.175
DEBY_LOD2_60167,DEBYvAAAAABSk7rZ,1000,09162000,31001_2000,1000,,3.808,48.760
DEBY_LOD2_60168,DEBYvAAAAABSk75u,1000,09162000,31001_2000,1000,1,4.392,75.271
DEBY_LOD2_60169,DEBYvAAAAABSk86E,1000,09162000,31001_9998,1000,7,19.28,296.845
DEBY_LOD2_60170,DEBYvAAAAABSk9WC,1000,09162000,31001_9998,2100,4,23.272,240.774
DEBY_LOD2_60173,DEBYvAAAAABSk7KS,1000,09162000,31001_9998,1000,,13.394,212.590
DEBY_LOD2_60174,DEBYvAAAAABRUNjW,1000,09162000,51009_1610,1000,,2.01,24.314
DEBY_LOD2_60175,DEBYvAAAAABSlAwl,1000,09162000,31001_9998,1000,,4.342,108.053
DEBY_LOD2_60176,DEBYvAAAAABSlAy4,1000,09162000,31001_9998,2100,1,6.35,37.279
DEBY_LOD2_60189,DEBYvAAAAABSlEO1,1000,09162000,31001_9998,1000,8,37.03,544.955
DEBY_LOD2_60190,DEBYvAAAAABSlDuc,1000,09162000,31001_9998,2100,2,11.201,108.715
DEBY_LOD2_60191,DEBYvAAAAABTyz2B,1000,09162000,31001_9998,1000,,3.766,27.825
DEBY_LOD2_60192,DEBYvAAAAABTyzyk,1000,09162000,31001_9998,1000,,3.616,49.613
DEBY_LOD2_60193,DEBYvAAAAABTywTs,1000,09162000,31001_1000,2100,2,7.566,62.557
DEBY_LOD2_60194,DEBYvAAAAABUEke1,1000,09162000,31001_2000,1000,,2.444,30.179
DEBY_LOD2_60195,DEBYvAAAAABUEjxg,1000,09162000,31001_9998,1000,,19.175,32.491
DEBY_LOD2_60196,DEBYvAAAAABUEjyp,1000,09162000,31001_9998,1000,1,3.679,21.335
DEBY_LOD2_60197,DEBYvAAAAABUEi0P,1000,09162000,31001_9998,1000,,6.747,112.472
DEBY_LOD2_60199,DEBYvAAAAABUEkh9,1000,09162000,31001_9998,1000,4,14.325,74.161
DEBY_LOD2_60200,DEBYvAAAAABUEkLF,1000,09162000,31001_9998,1000,6,19.884,435.328
DEBY_LOD2_60201,DEBYvAAAAABUEkII,1000,09162000,31001_9998,2100,3,15.192,28.422
DEBY_LOD2_60202,DEBYvAAAAABSk9jR,1000,09162000,31001_9998,3200,7,26.806,439.934
DEBY_LOD2_60203,DEBYvAAAAABSk9fz,1000,09162000,31001_9998,1000,1,5.903,30.636
DEBY_LOD2_60204,DEBYvAAAAABSk9qU,1000,09162000,31001_9998,1000,1,4.157,148.119
DEBY_LOD2_60205,DEBYvAAAAABSlOek,1000,09162000,31001_9998,3100,8,31.08,333.641
DEBY_LOD2_60206,DEBYvAAAAABSlOiH,1000,09162000,31001_2000,1000,,7.251,14.666
DEBY_LOD2_60207,DEBYvAAAAABUE2lC,1000,09162000,31001_9998,1000,4,17.004,143.094
DEBY_LOD2_60209,DEBYvAAAAABUE3C4,1000,09162000,31001_1000,2100,4,14.594,116.055
DEBY_LOD2_60210,DEBYvAAAAABUEfss,1000,09162000,31001_1000,1000,2,6.263,112.969
DEBY_LOD2_60213,DEBYvAAAAABUEfqW,1000,09162000,31001_9998,1000,4,15.79,13.633
DEBY_LOD2_60537,DEBYvAAAAABUFOUG,1000,09162000,31001_9998,1000,2,7.494,173.994
DEBY_LOD2_60538,DEBYvAAAAABUFQjw,1000,09162000,31001_2000,1000,,2.44,35.827
DEBY_LOD2_60539,DEBYvAAAAABUFQil,1000,09162000,31001_1000,3200,4,16.49,265.140
DEBY_LOD2_60540,DEBYvAAAAABUFNi4,1000,09162000,31001_2000,1000,,3.133,31.930
DEBY_LOD2_60541,DEBYvAAAAABUFNPh,1000,09162000,31001_2000,1000,,3.028,32.770
DEBY_LOD2_60543,DEBYvAAAAABUECbx,1000,09162000,31001_2000,1000,,8.688,76.048
DEBY_LOD2_60546,DEBYvAAAAABUEBFz,1000,09162000,31001_9998,1000,3,20.687,888.323
DEBY_LOD2_60547,DEBYvAAAAABUEBIv,1000,09162000,31001_1000,2100,6,22.317,106.812
DEBY_LOD2_60548,DEBYvAAAAABUECfR,1000,09162000,31001_9998,1000,,15.555,87.449
DEBY_LOD2_60549,DEBYvAAAAABUEBtm,1000,09162000,31001_1000,1000,,8.315,129.894
DEBY_LOD2_60550,DEBYvAAAAABUEBCf,1000,09162000,31001_3051,3100,1,5.804,591.131
DEBY_LOD2_60551,DEBYvAAAAABUEB7h,1000,09162000,31001_3051,3100,1,7.059,135.167
DEBY_LOD2_60552,DEBYvAAAAABTdnei,1000,09162000,31001_3051,3100,3,15.735,225.523
DEBY_LOD2_60553,DEBYvAAAAABTdnds,1000,09162000,31001_3051,1000,3,13.68,530.896
DEBY_LOD2_60554,DEBYvAAAAABTdnY7,1000,09162000,31001_3051,1000,1,4.949,237.454
DEBY_LOD2_60556,DEBYvAAAAABTeMeE,1000,09162000,31001_3051,1000,1,4.78,96.703
DEBY_LOD2_60558,DEBYvAAAAABTeTb6,1000,09162000,31001_1000,3200,3,16.466,153.777
DEBY_LOD2_60559,DEBYvAAAAABTeUyI,1000,09162000,31001_2000,2100,,3.017,17.721
DEBY_LOD2_60560,DEBYvAAAAABTeUmB,1000,09162000,31001_9998,3200,5,17.98,282.913
DEBY_LOD2_67167,DEBYvAAAAABTdRh0,1000,09162000,31001_2000,1000,,2.333,9.827
DEBY_LOD2_67169,DEBYvAAAAABTdRlN,1000,09162000,31001_1000,1000,4,14.847,72.719
DEBY_LOD2_67175,DEBYvAAAAABTdiuq,1000,09162000,31001_2000,1000,,2.25,11.455
DEBY_LOD2_67288,DEBYvAAAAABTdkKn,1000,09162000,31001_1000,1000,1,26.77,94.292
DEBY_LOD2_67289,DEBYvAAAAABTdl2c,1000,09162000,31001_1000,3100,3,14.133,26.140
DEBY_LOD2_67290,DEBYvAAAAABTdlyP,1000,09162000,31001_1000,3100,5,21.039,332.884
DEBY_LOD2_67294,DEBYvAAAAABTdqTx,1000,09162000,31001_2000,2100,,3.104,8.041
DEBY_LOD2_67316,DEBYvAAAAABTdoB6,1000,09162000,31001_1000,1000,3,9.955,165.349
DEBY_LOD2_67319,DEBYvAAAAABTdz0P,1000,09162000,31001_1000,1000,2,11.28,132.324
DEBY_LOD2_67320,DEBYvAAAAABTd0Wi,1000,09162000,31001_1000,1000,3,10.895,67.259
DEBY_LOD2_67321,DEBYvAAAAABTd0fW,1000,09162000,31001_2000,1000,,2.848,44.409
DEBY_LOD2_67322,DEBYvAAAAABTd1JX,1000,09162000,31001_1000,3100,4,23.427,314.113
DEBY_LOD2_67325,DEBYvAAAAABTd1p9,1000,09162000,31001_9998,1000,2,5.968,38.481
DEBY_LOD2_67330,DEBYvAAAAABTd9bQ,1000,09162000,31001_2000,1000,,2.404,13.509
DEBY_LOD2_67331,DEBYvAAAAABTd9ws,1000,09162000,31001_9998,3100,4,20.617,196.303
DEBY_LOD2_67332,DEBYvAAAAABTd9lZ,1000,09162000,31001_1000,1000,3,13.948,188.285
DEBY_LOD2_67334,DEBYvAAAAABTd9CD,1000,09162000,31001_9998,2100,2,7.443,133.473
DEBY_LOD2_67335,DEBYvAAAAABTd9mA,1000,09162000,31001_1000,3100,6,22.095,194.612
DEBY_LOD2_67336,DEBYvAAAAABTd9Cw,1000,09162000,31001_1000,2100,3,15.959,78.647
DEBY_LOD2_67341,DEBYvAAAAABTd2eI,1000,09162000,31001_1000,1000,2,9.449,58.080
DEBY_LOD2_67342,DEBYvAAAAABTdy8q,1000,09162000,31001_9998,1000,,3.796,90.375
DEBY_LOD2_67343,DEBYvAAAAABTdyv3,1000,09162000,31001_9998,3100,4,17.085,225.820
DEBY_LOD2_83531,DEBYvAAAAABTy8L8,1000,09162000,31001_3071,3100,4,31.106,855.567
DEBY_LOD2_83532,DEBYvAAAAABTzE4p,1000,09162000,31001_9998,3100,5,24.756,398.496
DEBY_LOD2_4862983,DEBYvAAAAABUFQT8,1000,09162000,31001_1000,3400,3,19.8,273.701
DEBY_LOD2_4862993,DEBYvAAAAABUFP15,1000,09162000,31001_1000,1000,3,16.0,166.316
DEBY_LOD2_4862994,DEBYvAAAAABUFP22,1000,09162000,31001_9998,3100,3,23.709,565.089
DEBY_LOD2_4862996,DEBYvAAAAABUFOMe,1000,09162000,31001_1000,3400,3,18.47,224.932
DEBY_LOD2_4862997,DEBYvAAAAABUFOI6,1000,09162000,31001_1000,3400,3,18.67,225.448
DEBY_LOD2_4862998,DEBYvAAAAABUFOIe,1000,09162000,31001_1000,3300,4,25.21,361.031
DEBY_LOD2_4862999,DEBYvAAAAABUFOTf,1000,09162000,31001_9998,3400,3,21.47,364.227
DEBY_LOD2_4863000,DEBYvAAAAABUFOYl,1000,09162000,31001_9998,3400,3,21.921,341.431
DEBY_LOD2_4863001,DEBYvAAAAABUFOaD,1000,09162000,31001_1000,3300,4,25.21,352.700
DEBY_LOD2_4863002,DEBYvAAAAABUFPk4,1000,09162000,31001_1000,3200,2,19.99,196.989
DEBY_LOD2_4863003,DEBYvAAAAABUFQpu,1000,09162000,31001_3071,3200,3,20.9,692.792
DEBY_LOD2_4863004,DEBYvAAAAABUFQhs,1000,09162000,31001_1000,3400,3,21.88,262.356
DEBY_LOD2_4863005,DEBYvAAAAABUFQYe,1000,09162000,31001_1000,3400,5,21.97,315.546
DEBY_LOD2_4863006,DEBYvAAAAABUFQtC,1000,09162000,31001_1000,1000,4,20.3,586.231
DEBY_LOD2_4863007,DEBYvAAAAABUFQXj,1000,09162000,31001_1000,3200,3,22.85,523.316
DEBY_LOD2_4863008,DEBYvAAAAABUFQSg,1000,09162000,31001_1000,3400,3,19.862,231.489
DEBY_LOD2_4863009,DEBYvAAAAABUFQRp,1000,09162000,31001_1000,3200,3,22.66,255.529
DEBY_LOD2_4863010,DEBYvAAAAABUFQOl,1000,09162000,31001_1000,3200,3,22.79,223.451
DEBY_LOD2_4863011,DEBYvAAAAABUFQO7,1000,09162000,31001_1000,3100,3,20.105,474.863
DEBY_LOD2_4863012,DEBYvAAAAABUFQMp,1000,09162000,31001_1000,3200,3,18.42,229.524
DEBY_LOD2_4863013,DEBYvAAAAABUFQJK,1000,09162000,31001_1000,3200,3,18.45,233.768
DEBY_LOD2_4863014,DEBYvAAAAABUFQLV,1000,09162000,31001_1000,3200,3,21.99,339.581
DEBY_LOD2_4863015,DEBYvAAAAABUFQIA,1000,09162000,31001_1000,3200,4,15.91,292.523
DEBY_LOD2_4863016,DEBYvAAAAABUFQBm,1000,09162000,31001_1000,1000,3,10.103,150.982
DEBY_LOD2_4863017,DEBYvAAAAABUFP7h,1000,09162000,31001_1000,3400,2,17.216,595.352
DEBY_LOD2_4863018,DEBYvAAAAABUFP4U,1000,09162000,31001_1000,3400,3,20.31,299.423
DEBY_LOD2_4863019,DEBYvAAAAABUFOBS,1000,09162000,31001_1000,3400,3,18.39,302.093
DEBY_LOD2_4863020,DEBYvAAAAABUFODY,1000,09162000,31001_1000,3400,,8.18,62.558
DEBY_LOD2_4863021,DEBYvAAAAABUFOL3,1000,09162000,31001_1000,3400,3,22.05,491.699
DEBY_LOD2_4863022,DEBYvAAAAABUFOW2,1000,09162000,31001_1000,1000,3,8.85,95.358
DEBY_LOD2_4863023,DEBYvAAAAABUFN2u,1000,09162000,31001_1000,9999,2,8.386,116.306
DEBY_LOD2_4863028,DEBYvAAAAABUFNeZ,1000,09162000,31001_2000,1000,5,15.993,366.613
DEBY_LOD2_4863266,DEBYvAAAAABUFN64,1000,09162000,31001_2000,3100,,4.4,38.221
DEBY_LOD2_4863268,DEBYvAAAAABUFOGW,1000,09162000,31001_2000,1000,,6.883,74.697
DEBY_LOD2_4863269,DEBYvAAAAABUFOcG,1000,09162000,31001_2000,1000,,8.057,136.077
DEBY_LOD2_4863270,DEBYvAAAAABUFOXk,1000,09162000,31001_2000,1000,,2.689,26.802
DEBY_LOD2_4863271,DEBYvAAAAABUFNoL,1000,09162000,31001_2000,1000,,3.455,71.798
DEBY_LOD2_4863272,DEBYvAAAAABUFNld,1000,09162000,31001_2000,2100,,7.14,65.061
DEBY_LOD2_4863273,DEBYvAAAAABUFQs7,1000,09162000,31001_2000,1000,,3.3,13.253
DEBY_LOD2_4863274,DEBYvAAAAABUFQr2,1000,09162000,31001_2000,2100,,7.561,61.720
DEBY_LOD2_4863276,DEBYvAAAAABUFQqG,1000,09162000,31001_2000,2100,,7.55,106.675
DEBY_LOD2_4863277,DEBYvAAAAABUFQli,1000,09162000,31001_2000,1000,,7.54,96.484
DEBY_LOD2_4863278,DEBYvAAAAABUFQgH,1000,09162000,31001_2000,1000,,2.534,18.535
DEBY_LOD2_4863279,DEBYvAAAAABUFQf0,1000,09162000,31001_2000,1000,,2.774,24.491
DEBY_LOD2_4863280,DEBYvAAAAABUFQWL,1000,09162000,31001_2000,3200,,4.55,15.466
DEBY_LOD2_4863281,DEBYvAAAAABUFQTU,1000,09162000,31001_2000,1000,,3.157,45.509
DEBY_LOD2_4863282,DEBYvAAAAABUFQXw,1000,09162000,31001_2000,1000,,3.14,53.988
DEBY_LOD2_4863283,DEBYvAAAAABUFQFc,1000,09162000,31001_2000,1000,,2.758,34.751
DEBY_LOD2_4863284,DEBYvAAAAABUFQH2,1000,09162000,31001_2000,1000,,2.689,100.771
DEBY_LOD2_4863285,DEBYvAAAAABUFQDB,1000,09162000,31001_2000,1000,,3.311,105.575
DEBY_LOD2_4863286,DEBYvAAAAABUFP9T,1000,09162000,31001_2000,1000,,7.441,1.863
DEBY_LOD2_4863287,DEBYvAAAAABUFP9z,1000,09162000,31001_2000,1000,,6.173,1.819
DEBY_LOD2_4863288,DEBYvAAAAABUFP3r,1000,09162000,31001_2000,3400,,7.447,122.691
DEBY_LOD2_4863290,DEBYvAAAAABUFN7e,1000,09162000,31001_2000,1000,,2.578,22.784
DEBY_LOD2_4863291,DEBYvAAAAABUFOLH,1000,09162000,31001_2000,2100,,9.8,170.494
DEBY_LOD2_4863292,DEBYvAAAAABUFNrW,1000,09162000,31001_2000,3400,,8.18,111.786
DEBY_LOD2_4863293,DEBYvAAAAABUFN3U,1000,09162000,31001_2000,1000,,2.236,18.084
DEBY_LOD2_4863353,DEBYvAAAAABSlA30,1000,09162000,31001_9998,3100,6,23.272,219.970
